order_id,order_date,order_type,customer_id,channel,city,region,category,sub_category,sku_id,product,quantity,unit_price,discount_pct,gross_sales,discount_amount,net_sales,gst_rate,gst_amount,invoice_total,unit_cost,cogs,gross_profit,payment_mode
ORD202401275,28-08-2024,Sale,CUST01426,Store,Kochi,South,Footwear,Sandals & Flats,SKU1063,Essential Sandals & Flats,3,1049,0,3147,0,3147,0.12,377.64,3524.64,601,1803,1344,Credit Card
ORD202401932,03-11-2024,Sale,CUST02030,Store,Bengaluru,South,Accessories,Belts & Wallets,SKU1072,Festive Belts & Wallets,2,1149,0,2298,0,2298,0.12,275.76,2573.76,502,1004,1294,Debit Card
ORD202500893,22-12-2025,Sale,CUST01672,Online,Chennai,South,Accessories,Watches,SKU1083,Urban Watches,2,4999,0.15,9998,1499.7,8498.3,0.18,1529.69,10027.99,2901,5802,2696.3,COD
ORD202501084,30-06-2025,Sale,CUST02193,Online,Delhi,North,Menswear,Jeans & Trousers,SKU1012,Urban Jeans & Trousers,1,1299,0.13,1299,168.87,1130.13,0.12,135.62,1265.75,698,698,432.13,Credit Card
ORD202500713,25-07-2025,Sale,CUST01437,Store,Coimbatore,South,Menswear,Shirts,SKU1001,Signature Shirts,1,2149,0.37,2149,795.13,1353.87,0.12,162.46,1516.33,1180,1180,173.87,COD
ORD202300242,06-02-2023,Sale,CUST00625,Online,Lucknow,North,Kidswear,Kids Ethnic,SKU1055,Festive Kids Ethnic,1,1449,0.16,1449,231.84,1217.16,0.12,146.06,1363.22,797,797,420.16,COD
ORD202301659,31-10-2023,Sale,CUST02302,Store,Chennai,South,Footwear,Sandals & Flats,SKU1061,Everyday Sandals & Flats,1,1749,0,1749,0,1749,0.12,209.88,1958.88,1026,1026,723,UPI
ORD202501246,10-10-2025,Sale,CUST00055,Store,Kochi,South,Accessories,Handbags,SKU1076,Classic Handbags,1,2499,0,2499,0,2499,0.12,299.88,2798.88,1435,1435,1064,UPI
ORD202401423,20-04-2024,Sale,CUST00737,Store,Kochi,South,Footwear,Casual Shoes,SKU1058,Everyday Casual Shoes,1,1649,0.11,1649,181.39,1467.61,0.12,176.11,1643.72,1013,1013,454.61,Credit Card
ORD202401395,15-11-2024,Sale,CUST01604,Store,Chennai,South,Accessories,Belts & Wallets,SKU1073,Premium Belts & Wallets,1,549,0,549,0,549,0.05,27.45,576.45,258,258,291,Net Banking
ORD202300095,30-06-2023,Sale,CUST02475,Online,Pune,West,Menswear,T-Shirts,SKU1007,Essential T-Shirts,1,649,0.23,649,149.27,499.73,0.05,24.99,524.72,335,335,164.73,UPI
ORD202501217,29-12-2025,Sale,CUST02429,Store,Kochi,South,Womenswear,Leggings & Bottoms,SKU1038,Essential Leggings & Bottoms,1,749,0.07,749,52.43,696.57,0.05,34.83,731.4,315,315,381.57,UPI
ORD202301175,10-11-2023,Sale,CUST00365,Online,Mumbai,West,Menswear,T-Shirts,SKU1007,Essential T-Shirts,2,649,0.23,1298,298.54,999.46,0.05,49.97,1049.43,335,670,329.46,Cash
ORD202400199,23-01-2024,Sale,CUST02046,Store,Chennai,South,Womenswear,Leggings & Bottoms,SKU1037,Heritage Leggings & Bottoms,2,449,0.45,898,404.1,493.9,0.05,24.7,518.6,220,440,53.9,
ORD202501974,27-01-2025,Sale,CUST02281,Store,Bengaluru,South,Accessories,Watches,SKU1083,Urban Watches,2,4999,0.3,9998,2999.4,6998.6,0.18,1259.75,8258.35,2901,5802,1196.6,UPI
ORD202401357,12-01-2024,Sale,CUST01105,Store,Mumbai,West,Menswear,Jeans & Trousers,SKU1012,Urban Jeans & Trousers,1,1299,0.31,1299,402.69,896.31,0.05,44.82,941.13,698,698,198.31,Net Banking
ORD202401654,30-04-2024,Sale,CUST00172,Store,Chennai,South,Menswear,Mens Kurtas,SKU1019,Signature Mens Kurtas,2,1949,0.11,3898,428.78,3469.22,0.12,416.31,3885.53,1016,2032,1437.22,UPI
ORD202502020,27-07-2025,Sale,CUST02376,Online,Bhubaneswar,East,Accessories,Handbags,SKU1078,Essential Handbags,1,649,0.44,649,285.56,363.44,0.05,18.17,381.61,339,339,24.44,UPI
ORD202501607,31-03-2025,Sale,CUST00923,Store,Mumbai,West,Footwear,Casual Shoes,SKU1058,Everyday Casual Shoes,1,1649,0,1649,0,1649,0.12,197.88,1846.88,1013,1013,636,UPI
ORD202500856,30-05-2025,Sale,CUST01812,Store,Hyderabad,South,Accessories,Caps & Scarves,SKU1089,Everyday Caps & Scarves,1,299,0.02,299,5.98,293.02,0.05,14.65,307.67,99,99,194.02,Debit Card
ORD202500527,18-11-2025,Sale,CUST02302,Store,Chennai,South,Footwear,Casual Shoes,SKU1060,Heritage Casual Shoes,1,1499,0,1499,0,1499,0.12,179.88,1678.88,918,918,581,COD
ORD202401809,18-01-2024,Sale,CUST01207,Store,Hyderabad,South,Footwear,Sandals & Flats,SKU1062,Classic Sandals & Flats,1,1999,0.41,1999,819.59,1179.41,0.12,141.53,1320.94,1084,1084,95.41,UPI
ORD202301202,05-04-2023,Sale,CUST01560,Store,Chennai,South,Footwear,Casual Shoes,SKU1056,Premium Casual Shoes,1,2299,0.1,2299,229.9,2069.1,0.12,248.29,2317.39,1252,1252,817.1,Credit Card
ORD202301758,15-07-2023,Sale,CUST01937,Store,Delhi,North,Kidswear,Kids Tops,SKU1042,Classic Kids Tops,2,599,0.41,1198,491.18,706.82,0.05,35.34,742.16,255,510,196.82,COD
ORD202500080,04-11-2025,Sale,CUST01706,Online,Mumbai,West,Accessories,Belts & Wallets,SKU1074,Heritage Belts & Wallets,1,1149,0.2,1149,229.8,919.2,0.05,45.96,965.16,530,530,389.2,Cash
ORD202400952,04-04-2024,Sale,CUST01727,Store,Kochi,South,Kidswear,Kids Bottoms,SKU1048,Urban Kids Bottoms,1,399,0,399,0,399,0.05,19.95,418.95,197,197,202,Cash
ORD202401614,08-08-2024,Sale,CUST00360,Online,Coimbatore,South,Womenswear,Kurtis,SKU1022,Signature Kurtis,3,1449,0.23,4347,999.81,3347.19,0.12,401.66,3748.85,714,2142,1205.19,Net Banking
ORD202400295,12-07-2024,Sale,CUST00625,Online,Lucknow,North,Menswear,T-Shirts,SKU1009,Classic T-Shirts,2,499,0.32,998,319.36,678.64,0.05,33.93,712.57,228,456,222.64,COD
ORD202500022,24-11-2025,Sale,CUST01908,Store,Jaipur,North,Menswear,Shirts,SKU1003,Festive Shirts,2,1399,0.32,2798,895.36,1902.64,0.05,95.13,1997.77,697,1394,508.64,UPI
ORD202500065,25-06-2025,Sale,CUST00030,Store,Bengaluru,South,Kidswear,Kids Tops,SKU1042,Classic Kids Tops,1,599,0,599,0,599,0.05,29.95,628.95,255,255,344,Credit Card
ORD202300725,24-07-2023,Sale,CUST01291,Store,Bhubaneswar,East,Footwear,Casual Shoes,SKU1060,Heritage Casual Shoes,2,1499,0.5,2998,1499,1499,0.05,74.95,1573.95,918,1836,-337,Cash
ORD202500807,10-10-2025,Sale,CUST02377,Online,Ahmedabad,West,Accessories,Watches,SKU1083,Urban Watches,1,4999,0,4999,0,4999,0.18,899.82,5898.82,2901,2901,2098,COD
ORD202301307,12-01-2023,Sale,CUST01985,Online,Hyderabad,South,Womenswear,Leggings & Bottoms,SKU1040,Everyday Leggings & Bottoms,1,499,0.41,499,204.59,294.41,0.05,14.72,309.13,242,242,52.41,Credit Card
ORD202300999,24-06-2023,Sale,CUST02013,Store,Bengaluru,South,Womenswear,Dresses & Tops,SKU1035,Festive Dresses & Tops,1,2349,0.01,2349,23.49,2325.51,0.12,279.06,2604.57,1271,1271,1054.51,UPI
ORD202400488,09-03-2024,Sale,CUST00015,Store,Bengaluru,South,Accessories,Watches,SKU1082,Classic Watches,2,1699,0,3398,0,3398,0.18,611.64,4009.64,1118,2236,1162,Net Banking
ORD202501728,14-08-2025,Sale,CUST01416,Store,,North,Accessories,Watches,SKU1084,Festive Watches,3,3749,0,11247,0,11247,0.18,2024.46,13271.46,2357,7071,4176,COD
ORD202500895,04-10-2025,Sale,CUST01285,Store,Bhubaneswar,East,Womenswear,Sarees,SKU1030,Heritage Sarees,1,1449,0.18,1449,260.82,1188.18,0.12,142.58,1330.76,882,882,306.18,Credit Card
ORD202501201,10-01-2025,Sale,CUST02310,Online,Pune,West,Menswear,Shirts,SKU1001,Signature Shirts,1,2149,0.36,2149,773.64,1375.36,0.12,165.04,1540.4,1180,1180,195.36,Cash
ORD202502245,28-05-2025,Sale,CUST00696,Store,Chennai,South,Womens Wear,Dresses & Tops,SKU1032,Heritage Dresses & Tops,1,1149,0.13,1149,149.37,999.63,0.05,49.98,1049.61,611,611,388.63,Net Banking
ORD202502074,30-12-2025,Sale,CUST00406,Online,Chennai,South,Kidswear,Kids Bottoms,SKU1050,Festive Kids Bottoms,1,799,0.26,799,207.74,591.26,0.05,29.56,620.82,393,393,198.26,Cash
ORD202401806,06-08-2024,Sale,CUST00173,Store,Delhi,North,Accessories,Watches,SKU1082,Classic Watches,4,1699,0.14,6796,951.44,5844.56,0.18,1052.02,6896.58,1118,4472,1372.56,UPI
ORD202500700,25-05-2025,Sale,CUST00380,Online,Jaipur,North,Womenswear,Leggings & Bottoms,SKU1038,Essential Leggings & Bottoms,1,749,0,749,0,749,0.05,37.45,786.45,315,315,434,Cash
RET202400319,25-07-2024,Return,CUST01425,Store,Chennai,South,Kidswear,Kids Tops,SKU1045,Essential Kids Tops,-3,699,0.43,-2097,-901.71,-1195.29,0.05,-59.76,-1255.05,308,-924,-271.29,UPI
ORD202402047,29-07-2024,Sale,CUST01079,Store,Ahmedabad,West,Kidswear,Kids Bottoms,SKU1048,Urban Kids Bottoms,1,399,0.37,399,147.63,251.37,0.05,12.57,263.94,197,197,54.37,UPI
ORD202400676,29-02-2024,Sale,CUST02132,Store,Bengaluru,South,Menswear,Shirts,SKU1003,Festive Shirts,1,1399,0.13,1399,181.87,1217.13,0.12,146.06,1363.19,697,697,520.13,UPI
ORD202400636,18-03-2024,Sale,CUST00106,Store,Bengaluru,South,Footwear,Sandals & Flats,SKU1063,Essential Sandals & Flats,2,1049,0,2098,0,2098,0.12,251.76,2349.76,601,1202,896,UPI
ORD202300383,29-07-2023,Sale,CUST00752,Store,Pune,West,Womenswear,Kurtis,SKU1022,Signature Kurtis,1,1449,0.34,1449,492.66,956.34,0.05,47.82,1004.16,714,714,242.34,UPI
ORD202400737,18-05-2024,Sale,CUST01497,Online,Lucknow,North,Menswear,Shirts,SKU1003,Festive Shirts,1,1399,0.2,1399,279.8,1119.2,0.12,134.3,1253.5,697,697,422.2,COD
ORD202501513,26-12-2025,Sale,CUST00973,Store,Kochi,South,Footwear,Sports Shoes,SKU1066,Premium Sports Shoes,1,3949,0.16,3949,631.84,3317.16,0.12,398.06,3715.22,2232,2232,1085.16,Credit Card
ORD202300752,21-11-2023,Sale,CUST01450,Store,Bengaluru,South,Accessories,Watches,SKU1083,Urban Watches,1,4999,0,4999,0,4999,0.18,899.82,5898.82,2901,2901,2098,Debit Card
RET202300217,01-12-2023,Return,CUST01458,Online,Kochi,South,Accessories,Handbags,SKU1078,Essential Handbags,-1,649,0.27,-649,-175.23,-473.77,0.05,-23.69,-497.46,339,-339,-134.77,Debit Card
ORD202400874,22-01-2024,Sale,CUST01692,Online,Jaipur,North,Accessories,Belts & Wallets,SKU1071,Urban Belts & Wallets,2,449,0.46,898,413.08,484.92,0.05,24.25,509.17,191,382,102.92,Credit Card
ORD202501829,13-01-2025,Sale,CUST00500,Store,Bhubaneswar,East,Womenswear,Kurtis,SKU1024,Premium Kurtis,1,1249,0.42,1249,524.58,724.42,0.05,36.22,760.64,559,559,165.42,COD
ORD202500478,29-04-2025,Sale,CUST02204,Store,Chennai,South,Footwear,Sandals & Flats,SKU1063,Essential Sandals & Flats,1,1049,0.05,1049,52.45,996.55,0.05,49.83,1046.38,601,601,395.55,UPI
ORD202501557,11-01-2025,Sale,CUST02257,Online,Coimbatore,South,Footwear,Casual Shoes,SKU1058,Everyday Casual Shoes,1,1649,0.35,1649,577.15,1071.85,0.12,128.62,1200.47,1013,1013,58.85,UPI
ORD202300892,02-03-2023,Sale,CUST01011,Online,,South,Menswear,Jeans & Trousers,SKU1012,Urban Jeans & Trousers,1,1299,0.12,1299,155.88,1143.12,0.12,137.17,1280.29,698,698,445.12,UPI
ORD202401455,23-08-2024,Sale,CUST00030,Store,Bengaluru,South,Menswear,Jeans & Trousers,SKU1014,Signature Jeans & Trousers,1,1949,0,1949,0,1949,0.12,233.88,2182.88,1130,1130,819,UPI
ORD202502168,22-06-2025,Sale,CUST01411,Store,Bengaluru,South,Kidswear,Kids Tops,SKU1042,Classic Kids Tops,2,599,0.12,1198,143.76,1054.24,0.05,52.71,1106.95,255,510,544.24,Net Banking
ORD202501157,27-11-2025,Sale,CUST00550,Store,Pune,West,Menswear,Jeans & Trousers,SKU1015,Heritage Jeans & Trousers,1,2549,0.29,2549,739.21,1809.79,0.12,217.17,2026.96,1319,1319,490.79,UPI
ORD202300673,09-11-2023,Sale,CUST01155,Store,Bengaluru,South,Kidswear,Kids Tops,SKU1042,Classic Kids Tops,2,599,0,1198,0,1198,0.05,59.9,1257.9,255,510,688,COD
RET202400063,19-09-2024,Return,CUST00081,Store,Hyderabad,South,Menswear,T-Shirts,SKU1006,Urban T-Shirts,-1,899,0.21,-899,-188.79,-710.21,0.05,-35.51,-745.72,441,-441,-269.21,
ORD202300174,04-08-2023,Sale,CUST00456,Online,Kolkata,East,Menswear,Shirts,SKU1004,Classic Shirts,3,2099,0.2,6297,1259.4,5037.6,0.12,604.51,5642.11,1120,3360,1677.6,Cash
ORD202401136,10-05-2024,Sale,CUST01356,Online,Pune,West,Footwear,Casual Shoes,SKU1056,Premium Casual Shoes,1,2299,0,2299,0,2299,0.12,275.88,2574.88,1252,1252,1047,Debit Card
ORD202402021,02-05-2024,Sale,CUST00038,Store,Hyderabad,South,Womenswear,Dresses & Tops,SKU1032,Heritage Dresses & Tops,1,1149,0.06,1149,68.94,1080.06,0.12,129.61,1209.67,611,611,469.06,UPI
ORD202500248,10-04-2025,Sale,CUST00049,Store,Mumbai,West,Menswear,Jeans & Trousers,SKU1011,Festive Jeans & Trousers,1,2049,0.09,2049,184.41,1864.59,0.12,223.75,2088.34,1030,1030,834.59,UPI
ORD202501071,04-05-2025,Sale,CUST01912,Online,Gurugram,North,Menswear,T-Shirts,SKU1008,Premium T-Shirts,1,1099,0,1099,0,1099,0.12,131.88,1230.88,542,542,557,Credit Card
ORD202400164,15-02-2024,Sale,CUST02166,Store,Bengaluru,South,Menswear,Mens Kurtas,SKU1019,Signature Mens Kurtas,1,1949,0.03,1949,58.47,1890.53,0.12,226.86,2117.39,1016,1016,874.53,
ORD202401332,24-05-2024,Sale,CUST01287,Online,Delhi,North,Womens Wear,Dresses & Tops,SKU1034,Premium Dresses & Tops,1,799,0.12,799,95.88,703.12,0.05,35.16,738.28,459,459,244.12,UPI
ORD202400641,05-01-2024,Sale,CUST01712,Store,Pune,West,Menswear,T-Shirts,SKU1007,Essential T-Shirts,3,649,0.43,1947,837.21,1109.79,0.05,55.49,1165.28,335,1005,104.79,Credit Card
ORD202500068,10-10-2025,Sale,CUST00376,Store,Pune,West,Footwear,Casual Shoes,SKU1056,Premium Casual Shoes,1,2299,0.17,2299,390.83,1908.17,0.12,228.98,2137.15,1252,1252,656.17,COD
ORD202401248,04-03-2024,Sale,CUST00015,Online,Hyderabad,South,Accessories,Belts & Wallets,SKU1074,Heritage Belts & Wallets,1,1149,0.16,1149,183.84,965.16,0.05,48.26,1013.42,530,530,435.16,Cash
ORD202401063,14-01-2024,Sale,CUST02364,Online,Pune,West,Menswear,Shirts,SKU1002,Urban Shirts,1,1899,0.49,1899,930.51,968.49,0.05,48.42,1016.91,886,886,82.49,Debit Card
ORD202400990,06-12-2024,Sale,CUST01522,Store,Gurugram,North,Mens Wear,T-Shirts,SKU1008,Premium T-Shirts,2,1099,0.19,2198,417.62,1780.38,0.05,89.02,1869.4,542,1084,696.38,UPI
ORD202301609,27-05-2023,Sale,CUST02087,Online,Mumbai,West,Kidswear,Kids Ethnic,SKU1054,Essential Kids Ethnic,1,849,0.11,849,93.39,755.61,0.05,37.78,793.39,455,455,300.61,UPI
ORD202501474,23-07-2025,Sale,CUST01937,Online,Delhi,North,footwear,Sandals & Flats,SKU1065,Signature Sandals & Flats,1,649,0.39,649,253.11,395.89,0.05,19.79,415.68,370,370,25.89,Net Banking
ORD202301832,30-04-2023,Sale,CUST01956,Store,Delhi,North,Accessories,Watches,SKU1083,Urban Watches,1,4999,0.03,4999,149.97,4849.03,0.18,872.83,5721.86,2901,2901,1948.03,Cash
ORD202502155,05-08-2025,Sale,CUST01005,Store,Bhubaneswar,East,Accessories,Watches,SKU1082,Classic Watches,2,1699,0.11,3398,373.78,3024.22,0.18,544.36,3568.58,1118,2236,788.22,UPI
RET202500320,16-12-2025,Return,CUST00044,Store,Pune,West,Kidswear,Kids Bottoms,SKU1046,Essential Kids Bottoms,-1,349,0.29,-349,-101.21,-247.79,0.05,-12.39,-260.18,190,-190,-57.79,Debit Card
ORD202402110,17-12-2024,Sale,CUST02389,Store,Coimbatore,South,Accessories,Watches,SKU1082,Classic Watches,1,1699,0.13,1699,220.87,1478.13,0.18,266.06,1744.19,1118,1118,360.13,COD
ORD202301636,08-04-2023,Sale,CUST01431,Store,Bengaluru,South,Accessories,Watches,SKU1083,Urban Watches,2,4999,0.07,9998,699.86,9298.14,0.18,1673.67,10971.81,2901,5802,3496.14,COD
ORD202500590,12-10-2025,Sale,CUST01553,Store,Kolkata,East,Footwear,Sandals & Flats,SKU1063,Essential Sandals & Flats,2,1049,0,2098,0,2098,0.12,251.76,2349.76,601,1202,896,UPI
RET202300082,05-02-2023,Return,CUST00161,Online,Kochi,South,Accessories,Handbags,SKU1076,Classic Handbags,-1,2499,0.36,-2499,-899.64,-1599.36,0.12,-191.92,-1791.28,1435,-1435,-164.36,UPI
ORD202500880,12-05-2025,Sale,CUST01665,Online,Mumbai,West,Menswear,Jeans & Trousers,SKU1015,Heritage Jeans & Trousers,1,2549,0.13,2549,331.37,2217.63,0.12,266.12,2483.75,1319,1319,898.63,COD
ORD202401454,15-07-2024,Sale,CUST01621,Online,Coimbatore,South,Menswear,Jeans & Trousers,SKU1015,Heritage Jeans & Trousers,2,2549,0.34,5098,1733.32,3364.68,0.12,403.76,3768.44,1319,2638,726.68,Cash
ORD202501417,11-10-2025,Sale,CUST01380,Online,Lucknow,North,Kidswear,Kids Bottoms,SKU1046,Essential Kids Bottoms,1,349,0,349,0,349,0.05,17.45,366.45,190,190,159,UPI
ORD202301715,06-07-2023,Sale,CUST00635,Online,Gurugram,North,Menswear,T-Shirts,SKU1008,Premium T-Shirts,1,1099,0.39,1099,428.61,670.39,0.05,33.52,703.91,542,542,128.39,UPI
ORD202501002,10-01-2025,Sale,CUST02253,Online,Mysuru,South,Menswear,T-Shirts,SKU1007,Essential T-Shirts,2,649,0.35,1298,454.3,843.7,0.05,42.19,885.89,335,670,173.7,Credit Card
ORD202400646,14-01-2024,Sale,CUST02295,Store,Ahmedabad,West,Menswear,Shirts,SKU1001,Signature Shirts,1,2149,0.33,2149,709.17,1439.83,0.12,172.78,1612.61,1180,1180,259.83,UPI
ORD202501823,07-12-2025,Sale,CUST02080,Store,Bengaluru,South,Womenswear,Dresses & Tops,SKU1035,Festive Dresses & Tops,2,2349,0.14,4698,657.72,4040.28,0.12,484.83,4525.11,1271,2542,1498.28,Cash
ORD202500800,30-05-2025,Sale,CUST01458,Online,Kochi,South,Womenswear,Sarees,SKU1026,Festive Sarees,3,4949,0.06,14847,890.82,13956.18,0.12,1674.74,15630.92,2888,8664,5292.18,Debit Card
ORD202400015,31-10-2024,Sale,CUST00756,Store,Coimbatore,South,Accessories,Watches,SKU1083,Urban Watches,1,4999,0.24,4999,1199.76,3799.24,0.18,683.86,4483.1,2901,2901,898.24,UPI
ORD202401487,30-12-2024,Sale,CUST01251,Online,Ahmedabad,West,Womenswear,Kurtis,SKU1021,Classic Kurtis,3,1799,0,5397,0,5397,0.12,647.64,6044.64,904,2712,2685,Credit Card
ORD202400558,25-03-2024,Sale,CUST00014,Store,Lucknow,North,Womenswear,Leggings & Bottoms,SKU1039,Festive Leggings & Bottoms,2,599,0.06,1198,71.88,1126.12,0.05,56.31,1182.43,274,548,578.12,UPI
ORD202301450,11-07-2023,Sale,CUST00499,Store,Hyderabad,South,Menswear,Mens Kurtas,SKU1019,Signature Mens Kurtas,1,1949,0.27,1949,526.23,1422.77,0.12,170.73,1593.5,1016,1016,406.77,COD
ORD202401865,05-09-2024,Sale,CUST02000,Online,Mumbai,West,Footwear,Sandals & Flats,SKU1063,Essential Sandals & Flats,1,1049,0.08,1049,83.92,965.08,0.05,48.25,1013.33,601,601,364.08,Credit Card
ORD202502108,08-05-2025,Sale,CUST02095,Store,Hyderabad,South,Menswear,Jeans & Trousers,SKU1015,Heritage Jeans & Trousers,1,2549,0.11,2549,280.39,2268.61,0.12,272.23,2540.84,1319,1319,949.61,UPI
ORD202501199,30-04-2025,Sale,CUST01441,Store,Pune,West,Menswear,Shirts,SKU1001,Signature Shirts,1,2149,0.1,2149,214.9,1934.1,0.12,232.09,2166.19,1180,1180,754.1,COD
ORD202400792,08-05-2024,Sale,CUST02319,Online,Pune,West,Womenswear,Dresses & Tops,SKU1032,Heritage Dresses & Tops,2,1149,0,2298,0,2298,0.12,275.76,2573.76,611,1222,1076,UPI
ORD202301841,05-11-2023,Sale,CUST02163,Store,Jaipur,North,Womenswear,Leggings & Bottoms,SKU1036,Premium Leggings & Bottoms,1,749,0,749,0,749,0.05,37.45,786.45,320,320,429,UPI
ORD202401710,31-08-2024,Sale,CUST00174,Store,Coimbatore,South,Kidswear,Kids Bottoms,SKU1049,Premium Kids Bottoms,2,699,0,1398,0,1398,0.05,69.9,1467.9,380,760,638,Credit Card
ORD202501632,02-05-2025,Sale,CUST02454,Online,Bengaluru,South,footwear,Casual Shoes,SKU1060,Heritage Casual Shoes,1,1499,0.08,1499,119.92,1379.08,0.12,165.49,1544.57,918,918,461.08,Cash
ORD202300570,02-01-2023,Sale,CUST01070,Store,Bengaluru,South,Menswear,Mens Kurtas,SKU1019,Signature Mens Kurtas,1,1949,0.22,1949,428.78,1520.22,0.12,182.43,1702.65,1016,1016,504.22,Net Banking
ORD202400810,28-11-2024,Sale,CUST01251,Online,Ahmedabad,West,Womenswear,Kurtis,SKU1022,Signature Kurtis,3,1449,0,4347,0,4347,0.12,521.64,4868.64,714,2142,2205,UPI
ORD202501957,07-06-2025,Sale,CUST01611,Online,Bengaluru,South,Accessories,Handbags,SKU1076,Classic Handbags,1,2499,0.19,2499,474.81,2024.19,0.12,242.9,2267.09,1435,1435,589.19,Debit Card
ORD202500732,09-01-2025,Sale,CUST00620,Online,Bengaluru,South,Menswear,Jeans & Trousers,SKU1011,Festive Jeans & Trousers,1,2049,0.39,2049,799.11,1249.89,0.12,149.99,1399.88,1030,1030,219.89,UPI
ORD202501061,18-04-2025,Sale,CUST01003,Store,Mumbai,West,Footwear,Sandals & Flats,SKU1061,Everyday Sandals & Flats,1,1749,0,1749,0,1749,0.12,209.88,1958.88,1026,1026,723,UPI
ORD202401796,29-03-2024,Sale,CUST01859,Store,Bengaluru,South,Accessories,Watches,SKU1083,Urban Watches,1,4999,0.13,4999,649.87,4349.13,0.18,782.84,5131.97,2901,2901,1448.13,COD
ORD202501514,22-12-2025,Sale,CUST01572,Store,Kochi,South,Womenswear,Sarees,SKU1030,Heritage Sarees,1,1449,0.12,1449,173.88,1275.12,0.12,153.01,1428.13,882,882,393.12,COD
ORD202502180,18-04-2025,Sale,CUST00500,Store,Delhi,North,Womenswear,Leggings & Bottoms,SKU1039,Festive Leggings & Bottoms,2,599,0.16,1198,191.68,1006.32,0.05,50.32,1056.64,274,548,458.32,Credit Card
ORD202300628,18-03-2023,Sale,CUST01230,Store,Bengaluru,South,Womenswear,Sarees,SKU1026,Festive Sarees,3,4949,0.09,14847,1336.23,13510.77,0.12,1621.29,15132.06,2888,8664,4846.77,Cash
RET202400311,10-01-2024,Return,CUST01121,Store,Bengaluru,South,Footwear,Sandals & Flats,SKU1063,Essential Sandals & Flats,-1,1049,0.35,-1049,-367.15,-681.85,0.05,-34.09,-715.94,601,-601,-80.85,Credit Card
ORD202501977,03-08-2025,Sale,CUST01874,Store,Coimbatore,South,Accessories,Watches,SKU1081,Everyday Watches,1,4949,0.02,4949,98.98,4850.02,0.18,873,5723.02,2733,2733,2117.02,Debit Card
ORD202401566,05-09-2024,Sale,CUST00799,Store,Hyderabad,South,Menswear,Mens Kurtas,SKU1017,Premium Mens Kurtas,1,999,0.09,999,89.91,909.09,0.05,45.45,954.54,421,421,488.09,Cash
ORD202301238,12-07-2023,Sale,CUST02043,Store,Mysuru,South,Accessories,Caps & Scarves,SKU1089,Everyday Caps & Scarves,1,299,0.47,299,140.53,158.47,0.05,7.92,166.39,99,99,59.47,COD
ORD202500465,18-03-2025,Sale,CUST02163,Online,Delhi,North,Footwear,Sandals & Flats,SKU1061,Everyday Sandals & Flats,2,1749,0.23,3498,804.54,2693.46,0.12,323.22,3016.68,1026,2052,641.46,Cash
ORD202501898,21-01-2025,Sale,CUST01246,Store,Bengaluru,South,Menswear,Mens Kurtas,SKU1017,Premium Mens Kurtas,4,999,0.38,3996,1518.48,2477.52,0.05,123.88,2601.4,421,1684,793.52,Credit Card
ORD202500968,21-02-2025,Sale,CUST00797,Store,Kochi,South,Womenswear,Kurtis,SKU1022,Signature Kurtis,1,1449,0,1449,0,1449,0.12,173.88,1622.88,714,714,735,Credit Card
ORD202401151,10-09-2024,Sale,CUST00798,Online,Mumbai,West,Footwear,Casual Shoes,SKU1060,Heritage Casual Shoes,1,1499,0,1499,0,1499,0.12,179.88,1678.88,918,918,581,COD
ORD202300263,26-04-2023,Sale,CUST01449,Store,Mysuru,South,Footwear,Casual Shoes,SKU1060,Heritage Casual Shoes,1,1499,0,1499,0,1499,0.12,179.88,1678.88,918,918,581,Debit Card
ORD202300445,19-07-2023,Sale,CUST00026,Store,Chennai,South,accessories,Caps & Scarves,SKU1089,Everyday Caps & Scarves,2,299,0.38,598,227.24,370.76,0.05,18.54,389.3,99,198,172.76,Credit Card
ORD202501600,06-05-2025,Sale,CUST01252,Store,Kolkata,East,Menswear,Jeans & Trousers,SKU1014,Signature Jeans & Trousers,1,1949,0.15,1949,292.35,1656.65,0.12,198.8,1855.45,1130,1130,526.65,Credit Card
ORD202502295,03-11-2025,Sale,CUST00442,Store,Bengaluru,South,Accessories,Caps & Scarves,SKU1086,Essential Caps & Scarves,1,1049,0,1049,0,1049,0.12,125.88,1174.88,412,412,637,Debit Card
ORD202401503,02-02-2024,Sale,CUST02354,Store,Delhi,North,Menswear,Jeans & Trousers,SKU1011,Festive Jeans & Trousers,3,2049,0,6147,0,6147,0.12,737.64,6884.64,1030,3090,3057,UPI
ORD202501189,04-08-2025,Sale,CUST00556,Store,Hyderabad,South,Menswear,T-Shirts,SKU1007,Essential T-Shirts,2,649,0,1298,0,1298,0.05,64.9,1362.9,335,670,628,UPI
ORD202301874,24-07-2023,Sale,CUST02265,Online,Bengaluru,South,Womenswear,Kurtis,SKU1024,Premium Kurtis,1,1249,0.39,1249,487.11,761.89,0.05,38.09,799.98,559,559,202.89,UPI
ORD202501641,07-12-2025,Sale,CUST00611,Store,Hyderabad,South,Accessories,Watches,SKU1081,Everyday Watches,1,4949,0.17,4949,841.33,4107.67,0.18,739.38,4847.05,2733,2733,1374.67,Debit Card
